,gtrend,ILI
2016-11-06,10,1.0581200000000002
2016-11-13,15,1.35724
2016-11-20,11,0.773422
2016-11-27,15,1.02576
2016-12-04,19,1.01609
2016-12-11,26,1.07239
2016-12-18,42,2.19922
2016-12-25,42,2.3223599999999998
2017-01-01,59,5.7860000000000005
2017-01-08,41,5.1757
2017-01-15,45,1.9154799999999998
2017-01-22,50,2.6354599999999997
2017-01-29,58,2.97925
2017-02-05,46,3.0150799999999998
2017-02-12,21,3.29529
2017-02-19,33,2.9166
2017-02-26,18,2.5323
2017-03-05,16,2.61278
2017-03-12,17,1.59095
2017-03-19,18,2.26988
2017-03-26,10,1.55855
2017-04-02,10,0.894415
2017-04-09,19,1.08395
2017-04-16,10,0.76666
2017-04-23,14,0.8746879999999999
2017-04-30,16,0.45180699999999996
2017-05-07,23,1.0425
2017-05-14,7,0.754717
2017-05-21,7,0.703916
2017-05-28,9,0.321384
2017-06-04,10,0.38525
2017-06-11,8,0.480538
2017-06-18,8,0.316874
2017-06-25,7,0.467602
2017-07-02,7,0.49689399999999995
2017-07-09,3,0.07883330000000001
2017-07-16,5,0.12319100000000001
2017-07-23,8,0.15748
2017-07-30,7,0.102284
2017-08-06,8,0.38006799999999996
2017-08-13,7,0.411692
2017-08-20,13,0.108617
2017-08-27,10,0.259067
2017-09-03,11,0.482121
2017-09-10,13,0.05707759999999999
2017-09-17,20,0.7697689999999999
2017-09-24,14,0.5341640000000001
2017-10-01,16,0.350688
2017-10-08,26,0.8448040000000001
2017-10-15,15,0.9328690000000001
2017-10-22,23,1.10127
2017-10-29,24,1.08745
2017-11-05,21,1.2964
2017-11-12,25,1.4943799999999998
2017-11-19,20,1.26472
2017-11-26,23,1.64241
2017-12-03,37,1.56149
2017-12-10,37,1.8564200000000002
2017-12-17,82,2.48936
2017-12-24,79,3.8024
2017-12-31,69,4.8897699999999995
2018-01-07,99,4.78878
2018-01-14,99,4.70469
2018-01-21,93,4.98781
2018-01-28,100,4.66363
2018-02-04,50,4.6211
2018-02-11,49,3.6046699999999996
2018-02-18,43,3.15409
2018-02-25,32,3.13381
2018-03-04,43,2.67081
2018-03-11,40,2.13432
2018-03-18,25,2.44963
2018-03-25,31,2.36983
2018-04-01,30,2.11313
2018-04-08,25,1.6976200000000001
2018-04-15,14,1.35582
2018-04-22,20,1.19024
2018-04-29,17,1.01416
2018-05-06,12,0.989866
2018-05-13,13,0.8767969999999999
2018-05-20,16,0.758505
2018-05-27,17,0.71912
2018-06-03,15,0.7827350000000001
2018-06-10,16,0.81507
2018-06-17,14,0.7486
2018-06-24,8,0.697553
2018-07-01,15,0.58273
2018-07-08,9,0.599857
2018-07-15,10,0.46983500000000006
2018-07-22,3,0.42106499999999997
2018-07-29,10,0.349108
2018-08-05,7,0.298632
2018-08-12,5,0.38561999999999996
2018-08-19,4,0.41228100000000006
2018-08-26,5,0.400144
2018-09-02,9,0.483954
2018-09-09,14,0.601436
2018-09-16,4,0.493436
2018-09-23,14,0.610103
2018-09-30,24,0.705561
2018-10-07,21,0.778397
2018-10-14,14,0.793493
2018-10-21,19,0.856987
2018-10-28,16,0.8794870000000001
2018-11-04,12,0.927737
2018-11-11,28,0.99541
2018-11-18,14,1.1601299999999999
2018-11-25,15,1.36558
2018-12-02,28,1.2257200000000001
2018-12-09,26,1.2886600000000001
2018-12-16,30,1.5623200000000002
2018-12-23,23,1.591
2018-12-30,25,1.7553900000000002
