,gtrend,ILI
2018-05-27,7,1.95167
2018-06-03,6,1.7038200000000001
2018-06-10,7,1.5783399999999999
2018-06-17,9,1.59816
2018-06-24,6,1.32682
2018-07-01,3,1.7444
2018-07-08,5,1.2727700000000002
2018-07-15,5,1.35064
2018-07-22,5,1.0692700000000002
2018-07-29,6,1.02062
2018-08-05,7,1.05115
2018-08-12,6,1.31634
2018-08-19,5,0.988875
2018-08-26,11,1.3991799999999999
2018-09-02,16,1.20577
2018-09-09,12,1.94818
2018-09-16,15,2.13464
2018-09-23,25,1.88542
2018-09-30,20,2.1767
2018-10-07,17,2.57487
2018-10-14,19,2.12283
2018-10-21,15,2.2084799999999998
2018-10-28,25,2.63998
2018-11-04,17,2.8987
2018-11-11,19,3.16233
2018-11-18,13,3.3888300000000005
2018-11-25,18,3.6703099999999997
2018-12-02,16,3.58931
2018-12-09,23,3.57419
2018-12-16,18,4.138730000000001
2018-12-23,18,4.95303
2018-12-30,19,6.40128
